breakpoints,primitives,p_bp,q_bp
0,movej_fit,"[array([ 253.85985881, -522.0821053 ,  725.73736301])]","[array([-1.17987093, -0.27811698, -0.54800304,  1.11333505, -1.05301631,
        1.71585367])]"
999,movel_fit,"[array([ 268.13464661, -501.89752652,  739.01237251])]","[array([-1.13592651, -0.29195908, -0.53884798,  1.11728479, -1.10472622,
        1.73120372])]"
1999,movel_fit,"[array([ 282.21606502, -481.24914661,  751.82832418])]","[array([-1.08885482, -0.30493978, -0.52951517,  1.12667881, -1.15954543,
        1.74318456])]"
2999,movel_fit,"[array([ 296.06332699, -460.09631168,  764.05849451])]","[array([-1.03844737, -0.31712617, -0.52030533,  1.14152574, -1.21754543,
        1.7519021 ])]"
3999,movel_fit,"[array([ 309.6437062 , -438.38178146,  775.57856927])]","[array([-0.98436345, -0.32845898, -0.51147441,  1.16190277, -1.27896358,
        1.7576633 ])]"
4999,movel_fit,"[array([ 322.91694631, -416.05489966,  786.25248998])]","[array([-0.92622977, -0.33875133, -0.50327703,  1.18791698, -1.34409042,
        1.76094766])]"
5999,movel_fit,"[array([ 335.83397536, -393.07622914,  795.93288673])]","[array([-0.86374623, -0.34776125, -0.49601926,  1.21962677, -1.41318756,
        1.76232164])]"
6999,movel_fit,"[array([ 348.33612286, -369.42325199,  804.46343986])]","[array([-0.79680298, -0.35525915, -0.49008562,  1.25694136, -1.48641375,
        1.76235995])]"
7999,movel_fit,"[array([ 360.35566074, -345.09616203,  811.68397305])]","[array([-0.72555765, -0.36101612, -0.48590737,  1.29955839, -1.56376749,
        1.76167035])]"
8999,movel_fit,"[array([ 371.81835494, -320.12246282,  817.43862932])]","[array([-0.65046595, -0.3647162 , -0.4838888 ,  1.34697485, -1.64500571,
        1.76102804])]"
9999,movel_fit,"[array([ 382.64811947, -294.55923363,  821.58661979])]","[array([-0.57230056, -0.36588473, -0.48434141,  1.39854508, -1.72950346,
        1.76150298])]"
10999,movel_fit,"[array([ 392.77301746, -268.49248572,  824.0140242 ])]","[array([-0.49216732, -0.36391641, -0.48745586,  1.45353693, -1.81609588,
        1.76445295])]"
11999,movel_fit,"[array([ 402.13124629, -242.03364204,  824.6444186 ])]","[array([-0.41146237, -0.35817826, -0.49329986,  1.51118395, -1.90299252,
        1.77139283])]"
12999,movel_fit,"[array([ 410.6758643 , -215.31339412,  823.44612109])]","[array([-0.33171396, -0.34808245, -0.50182737,  1.57077099, -1.98777619,
        1.78388391])]"
13999,movel_fit,"[array([ 418.37787082, -188.47295633,  820.4346197 ])]","[array([-0.25435037, -0.33309724, -0.51291662,  1.63169695, -2.06739474,
        1.8034863 ])]"
14999,movel_fit,"[array([ 425.22808634, -161.65270362,  815.66981534])]","[array([-0.18050544, -0.31282689, -0.52644972,  1.69325786, -2.13816407,
        1.83148644])]"
15999,movel_fit,"[array([ 431.23803675, -134.97934569,  809.24846532])]","[array([-0.11089725, -0.28726652, -0.54237317,  1.75395287, -2.19607285,
        1.86806241])]"
16999,movel_fit,"[array([ 436.43865864, -108.55517859,  801.29264911])]","[array([-0.04571611, -0.25700874, -0.56065363,  1.81075561, -2.23751904,
        1.91133452])]"
17999,movel_fit,"[array([440.87508153, -82.45428532, 791.93613289])]","[array([ 0.01550223, -0.2229472 , -0.58121398,  1.85926457, -2.25952201,
        1.95767656])]"
18999,movel_fit,"[array([444.59855173, -56.72734305, 781.31268553])]","[array([ 0.07394694, -0.18568576, -0.60406587,  1.89429266, -2.25817721,
        2.00329564])]"
19999,movel_fit,"[array([447.66106811, -31.40935465, 769.55103384])]","[array([ 0.1313688 , -0.14585262, -0.62934102,  1.90966152, -2.22772207,
        2.04472102])]"
20999,movel_fit,"[array([450.1162199 ,  -6.52197754, 756.77516452])]","[array([ 0.18941806, -0.10515244, -0.65660666,  1.89967087, -2.16411704,
        2.07896917])]"
21999,movel_fit,"[array([452.01832404,  17.92769354, 743.09971568])]","[array([ 0.24884872, -0.06588427, -0.68435182,  1.86271666, -2.06781778,
        2.10628463])]"
22999,movel_fit,"[array([453.41483525,  41.94325654, 728.62088501])]","[array([ 0.30850526, -0.02979317, -0.70997144,  1.80189915, -1.94522766,
        2.13053011])]"
23999,movel_fit,"[array([454.35205219,  65.53665727, 713.42769169])]","[array([ 0.36400183,  0.00282709, -0.72962202,  1.72790393, -1.81947015,
        2.15332465])]"
24999,movel_fit,"[array([454.86898902,  88.71116551, 697.60373458])]","[array([ 0.4118127 ,  0.03447815, -0.74181466,  1.64811318, -1.70508666,
        2.17553665])]"
