breakpoints,primitives,p_bp,q_bp
0,movej_fit,"[array([ 253.85985881, -522.0821053 ,  725.73736301])]","[array([-1.17987093, -0.27811698, -0.54800304,  1.11333505, -1.05301631,
        1.71585367])]"
249,movel_fit,"[array([ 257.43601024, -517.08918152,  729.08449239])]","[array([-1.16920125, -0.28166095, -0.54575676,  1.11380136, -1.06561498,
        1.71999417])]"
499,movel_fit,"[array([ 261.0145994 , -512.05142529,  732.42051709])]","[array([-1.15829608, -0.2851513 , -0.54347193,  1.1146233 , -1.07846347,
        1.72394419])]"
749,movel_fit,"[array([ 264.58092374, -506.98786435,  735.73035382])]","[array([-1.14720554, -0.28858324, -0.54116741,  1.11578448, -1.09150035,
        1.72768054])]"
999,movel_fit,"[array([ 268.13464661, -501.89752652,  739.01237251])]","[array([-1.13592651, -0.29195908, -0.53884798,  1.11728479, -1.10472622,
        1.73120372])]"
1249,movel_fit,"[array([ 271.67541108, -496.77944418,  742.26490553])]","[array([-1.12445565, -0.29528096, -0.5365184 ,  1.11912421, -1.11814205,
        1.73451439])]"
1499,movel_fit,"[array([ 275.20283919, -491.63265535,  745.48624642])]","[array([-1.11278939, -0.29855076, -0.53418338,  1.12130283, -1.13174922,
        1.73761363])]"
1749,movel_fit,"[array([ 278.71653127, -486.45620501,  748.67464859])]","[array([-1.10092385, -0.30177001, -0.53184748,  1.12382089, -1.14554958,
        1.74050297])]"
1999,movel_fit,"[array([ 282.21606502, -481.24914661,  751.82832418])]","[array([-1.08885482, -0.30493978, -0.52951517,  1.12667881, -1.15954543,
        1.74318456])]"
2249,movel_fit,"[array([ 285.70099465, -476.01054398,  754.94544282])]","[array([-1.07657773, -0.30806061, -0.52719072,  1.12987725, -1.17373953,
        1.74566126])]"
2499,movel_fit,"[array([ 289.1708499 , -470.73947342,  758.02413061])]","[array([-1.06408769, -0.31113247, -0.52487829,  1.1334171 , -1.18813509,
        1.74793668])]"
2749,movel_fit,"[array([ 292.62513488, -465.43502626,  761.06246911])]","[array([-1.05137942, -0.31415474, -0.52258187,  1.13729948, -1.20273572,
        1.75001522])]"
2999,movel_fit,"[array([ 296.06332699, -460.09631168,  764.05849451])]","[array([-1.03844737, -0.31712617, -0.52030533,  1.14152574, -1.21754543,
        1.7519021 ])]"
3249,movel_fit,"[array([ 299.4848756 , -454.72246   ,  767.01019696])]","[array([-1.02528574, -0.32004492, -0.51805251,  1.14609746, -1.23256848,
        1.7536033 ])]"
3499,movel_fit,"[array([ 302.88920077, -449.31262629,  769.91552008])]","[array([-1.01188857, -0.32290862, -0.51582718,  1.15101632, -1.24780941,
        1.75512555])]"
3749,movel_fit,"[array([ 306.27569186, -443.86599441,  772.77236077])]","[array([-0.99824981, -0.32571439, -0.51363317,  1.15628415, -1.26327287,
        1.75647623])]"
3999,movel_fit,"[array([ 309.6437062 , -438.38178146,  775.57856927])]","[array([-0.98436345, -0.32845898, -0.51147441,  1.16190277, -1.27896358,
        1.7576633 ])]"
4249,movel_fit,"[array([ 312.99256768, -432.8592425 ,  778.33194961])]","[array([-0.97022363, -0.33113881, -0.50935497,  1.16787394, -1.29488623,
        1.75869513])]"
4499,movel_fit,"[array([ 316.32156549, -427.29767571,  781.03026046])]","[array([-0.95582477, -0.33375009, -0.50727917,  1.17419923, -1.3110454 ,
        1.75958048])]"
4749,movel_fit,"[array([ 319.62995292, -421.6964278 ,  783.67121644])]","[array([-0.9411617 , -0.33628891, -0.50525156,  1.18087994, -1.32744544,
        1.7603283 ])]"
4999,movel_fit,"[array([ 322.91694631, -416.05489966,  786.25248998])]","[array([-0.92622977, -0.33875133, -0.50327703,  1.18791698, -1.34409042,
        1.76094766])]"
5249,movel_fit,"[array([ 326.18172423, -410.37255221,  788.77171378])]","[array([-0.91102502, -0.34113349, -0.5013608 ,  1.19531075, -1.36098406,
        1.76144766])]"
5499,movel_fit,"[array([ 329.42342696, -404.64891236,  791.22648383])]","[array([-0.89554424, -0.3434316 , -0.49950843,  1.20306104, -1.37812967,
        1.76183735])]"
5749,movel_fit,"[array([ 332.64115621, -398.88357903,  793.61436324])]","[array([-0.8797851 , -0.34564202, -0.49772585,  1.21116695, -1.39553007,
        1.76212571])]"
5999,movel_fit,"[array([ 335.83397536, -393.07622914,  795.93288673])]","[array([-0.86374623, -0.34776125, -0.49601926,  1.21962677, -1.41318756,
        1.76232164])]"
6249,movel_fit,"[array([ 339.00090999, -387.2266234 ,  798.17956589])]","[array([-0.84742728, -0.34978592, -0.49439517,  1.22843799, -1.43110388,
        1.76243402])]"
6499,movel_fit,"[array([ 342.14094902, -381.33461201,  800.35189528])]","[array([-0.830829  , -0.35171271, -0.49286029,  1.23759717, -1.44928017,
        1.76247177])]"
6749,movel_fit,"[array([ 345.25304632, -375.40013996,  802.4473593 ])]","[array([-0.81395324, -0.35353827, -0.49142147,  1.24710003, -1.46771688,
        1.76244395])]"
6999,movel_fit,"[array([ 348.33612286, -369.42325199,  804.46343986])]","[array([-0.79680298, -0.35525915, -0.49008562,  1.25694136, -1.48641375,
        1.76235995])]"
7249,movel_fit,"[array([ 351.38906952, -363.40409706,  806.39762484])]","[array([-0.77938238, -0.35687166, -0.48885962,  1.2671151 , -1.50536973,
        1.76222964])]"
7499,movel_fit,"[array([ 354.41075035, -357.34293231,  808.24741732])]","[array([-0.76169676, -0.35837175, -0.48775024,  1.27761439, -1.52458285,
        1.76206353])]"
7749,movel_fit,"[array([ 357.40000652, -351.24012636,  810.01034547])]","[array([-0.74375262, -0.35975493, -0.48676406,  1.28843159, -1.54405014,
        1.76187298])]"
7999,movel_fit,"[array([ 360.35566074, -345.09616203,  811.68397305])]","[array([-0.72555765, -0.36101612, -0.48590737,  1.29955839, -1.56376749,
        1.76167035])]"
8249,movel_fit,"[array([ 363.27652221, -338.91163828,  813.26591051])]","[array([-0.70712074, -0.36214961, -0.48518615,  1.31098584, -1.58372946,
        1.76146913])]"
8499,movel_fit,"[array([ 366.161392  , -332.68727142,  814.75382641])]","[array([-0.68845201, -0.36314898, -0.48460596,  1.32270445, -1.60392916,
        1.76128407])]"
8749,movel_fit,"[array([ 369.00906879, -326.42389567,  816.14545923])]","[array([-0.66956286, -0.36400712, -0.48417195,  1.33470426, -1.62435803,
        1.76113124])]"
8999,movel_fit,"[array([ 371.81835494, -320.12246282,  817.43862932])]","[array([-0.65046595, -0.3647162 , -0.4838888 ,  1.34697485, -1.64500571,
        1.76102804])]"
9249,movel_fit,"[array([ 374.58806271, -313.7840412 ,  818.63125085])]","[array([-0.63117527, -0.36526776, -0.4837607 ,  1.35950547, -1.6658598 ,
        1.76099316])]"
9499,movel_fit,"[array([ 377.31702057, -307.40981396,  819.72134367])]","[array([-0.61170615, -0.36565275, -0.48379137,  1.37228501, -1.68690576,
        1.76104653])]"
9749,movel_fit,"[array([ 380.00407957, -301.00107657,  820.70704485])]","[array([-0.59207525, -0.36586169, -0.48398403,  1.38530209, -1.70812672,
        1.76120915])]"
9999,movel_fit,"[array([ 382.64811947, -294.55923363,  821.58661979])]","[array([-0.57230056, -0.36588473, -0.48434141,  1.39854508, -1.72950346,
        1.76150298])]"
