breakpoints,primitives,p_bp,q_bp
0,movej_fit,"[array([ 400.63891656,  -40.35899571, 1063.91427199])]","[array([ 0.1924984 , -0.22241355, -0.2771665 , -0.14618656, -1.47523834,
       -2.69303877])]"
833,movel_fit,"[array([ 405.89085575,  -61.79486192, 1056.14230924])]","[array([ 0.15453248, -0.22202952, -0.28414943, -0.13881233, -1.45656645,
       -2.66881864])]"
1666,movel_fit,"[array([ 410.8767078 ,  -83.15722966, 1048.004613  ])]","[array([ 0.11579864, -0.21999048, -0.29077011, -0.13210365, -1.43689682,
       -2.64677831])]"
2499,movel_fit,"[array([ 415.53927052, -104.43041302, 1039.45613998])]","[array([ 0.07636581, -0.21621575, -0.29710557, -0.1261511 , -1.41647107,
       -2.62711687])]"
3333,movel_fit,"[array([ 419.82243925, -125.61941143, 1030.43989157])]","[array([ 0.03624298, -0.21062356, -0.30320186, -0.12102932, -1.39549352,
       -2.61001139])]"
4166,movel_fit,"[array([ 423.65096386, -146.64742965, 1020.93133899])]","[array([-0.00443263, -0.20316678, -0.30904769, -0.11682587, -1.37421802,
       -2.59569586])]"
4999,movel_fit,"[array([ 426.96152735, -167.5071569 , 1010.87470698])]","[array([-0.04567694, -0.193798  , -0.31464444, -0.11360303, -1.35281579,
       -2.58432696])]"
5833,movel_fit,"[array([ 429.68512949, -188.18234437, 1000.21399676])]","[array([-0.08749932, -0.18248459, -0.3200212 , -0.11141203, -1.33148681,
       -2.57603738])]"
6666,movel_fit,"[array([ 431.7412908 , -208.57331162,  988.93630478])]","[array([-0.12972923, -0.16926764, -0.32524662, -0.11028392, -1.31055878,
       -2.57091853])]"
7499,movel_fit,"[array([ 433.05969319, -228.64538383,  976.99755857])]","[array([-0.17230921, -0.15419211, -0.3304708 , -0.11021013, -1.29031048,
       -2.56893675])]"
8333,movel_fit,"[array([ 433.5690531 , -248.35342769,  964.35981557])]","[array([-0.2151579 , -0.13735054, -0.3358791 , -0.11116669, -1.27098262,
       -2.56997579])]"
9166,movel_fit,"[array([ 433.20254767, -267.57459832,  951.04265895])]","[array([-0.2580392 , -0.11896281, -0.34163187, -0.11312476, -1.25276033,
       -2.5738327 ])]"
9999,movel_fit,"[array([ 431.90522325, -286.25334208,  937.03424446])]","[array([-0.30089351, -0.09925594, -0.34787221, -0.11607267, -1.2355807 ,
       -2.58024991])]"
10832,movel_fit,"[array([ 429.63405731, -304.31017781,  922.35230453])]","[array([-0.3436411 , -0.07853459, -0.3546912 , -0.12001345, -1.21922552,
       -2.58893246])]"
11666,movel_fit,"[array([ 426.35758526, -321.69004718,  907.01094965])]","[array([-0.38628348, -0.05711959, -0.36214633, -0.12496258, -1.20331328,
       -2.59957647])]"
12499,movel_fit,"[array([ 422.07489977, -338.28354752,  891.09423998])]","[array([-0.42870404, -0.03543137, -0.37022064, -0.13091725, -1.18741125,
       -2.61184171])]"
13332,movel_fit,"[array([ 416.79282449, -354.05526966,  874.6437269 ])]","[array([-0.47099226, -0.01381754, -0.37886293, -0.13789668, -1.17094445,
       -2.62546979])]"
14166,movel_fit,"[array([ 410.53151691, -368.97951695,  857.70754492])]","[array([-0.51329707,  0.00737884, -0.38797041, -0.14593084, -1.15328238,
       -2.6402781 ])]"
14999,movel_fit,"[array([ 403.3500085 , -382.99328716,  840.39993149])]","[array([-0.55563408,  0.02774559, -0.39741295, -0.15499622, -1.1338884 ,
       -2.6560588 ])]"
15832,movel_fit,"[array([ 395.29739011, -396.10526118,  822.77440639])]","[array([-0.5980945 ,  0.04696648, -0.40719684, -0.16500842, -1.1123271 ,
       -2.67257848])]"
16666,movel_fit,"[array([ 386.42607486, -408.33730322,  804.87839459])]","[array([-0.64061205,  0.06477785, -0.41748592, -0.17574551, -1.08842558,
       -2.68944703])]"
17499,movel_fit,"[array([ 376.82375009, -419.68279795,  786.81610871])]","[array([-0.68286222,  0.08095459, -0.42847677, -0.18685099, -1.06232068,
       -2.70613904])]"
18332,movel_fit,"[array([ 366.5457239 , -430.18965145,  768.6186591 ])]","[array([-0.72477737,  0.09541548, -0.44029306, -0.1980732 , -1.03403346,
       -2.72237045])]"
19165,movel_fit,"[array([ 355.654716  , -439.89532342,  750.33072206])]","[array([-0.76647049,  0.10803711, -0.45288399, -0.20931808, -1.00337618,
       -2.73814694])]"
19999,movel_fit,"[array([ 344.19654832, -448.84993358,  731.9689363 ])]","[array([-0.80812083,  0.1186655 , -0.46623242, -0.22053006, -0.97007799,
       -2.75353968])]"
20832,movel_fit,"[array([ 332.2558599 , -457.07512076,  713.61063802])]","[array([-0.84946433,  0.12722471, -0.48043351, -0.23142533, -0.93436294,
       -2.76828406])]"
21665,movel_fit,"[array([ 319.87167149, -464.62776345,  695.26061701])]","[array([-0.89030543,  0.13386541, -0.49562403, -0.24173336, -0.89660327,
       -2.78214533])]"
22499,movel_fit,"[array([ 307.0731301 , -471.55871387,  676.91630671])]","[array([-0.93075381,  0.13870429, -0.51180048, -0.25143009, -0.85691758,
       -2.79524586])]"
23332,movel_fit,"[array([ 293.92963955, -477.89137943,  658.63535403])]","[array([-0.97012508,  0.142197  , -0.52900317, -0.26003751, -0.81627152,
       -2.80700658])]"
24165,movel_fit,"[array([ 280.46504434, -483.67770137,  640.4079086 ])]","[array([-1.0079248 ,  0.14511878, -0.54712288, -0.26721081, -0.77570791,
       -2.81697446])]"
24999,movel_fit,"[array([ 266.69909841, -488.95452017,  622.22799306])]","[array([-1.04364717,  0.14724254, -0.56596371, -0.27251512, -0.73475983,
       -2.82465798])]"
